area,place,type,language,date,review,score,token
중구,40계단 문화관광테마거리,문화,한국어,201709,"계단을 싫어하시는 분께는 비추 이 일대의 골목마다 부산의 현대사를 느낄 수 있습니다. 다만 산비탈에 있는 관계로 계단이 40계단만 있는 것이 아닙니다. 꼭대기까지 걸어가시려는 분께, 특히 등산 싫어하시는 분께는 비추합니다.",4,계단/NNG_싫어하/VV_비추/NNG_골목/NNG_부산/NNP_현대사/NNG_느끼/VV_있/VV 산비탈/NNG_있/VV_관계/NNG_계단/NNG_계단/NNG_있/VV 꼭대기/NNG_걸어가/VV_등산/NNG_싫/VA_비추/NNG
중구,40계단 문화관광테마거리,문화,한국어,201707,피난시절의 정취를 느낄수 있는 부산 역사길 40계단 중간에 아코디언 켜고 있는 아저씨 동상이 운치있어요 계단 주위에 이것 저것 볼거리도 제법 있구요 부산중구청 주최로 매주 수요일 바자회도 열리네요,3,피난/NNG_시절/NNG_정취/NNG_느끼/VV_있/VV_부산/NNP_역사/NNG_길/NNG_계단/NNG_중간/NNG_아코디언/NNG_켜/VV_있/VV_아저씨/NNG_동상/NNG_운치/NNG_있/VV 계단/NNG_주위/NNG_볼거리/NNG_제법/MAG_있/VA 부산/NNP_중구/NNP_청/NNG_주최/NNG_수요일/NNG_바자회/NNG_열리/VV
중구,40계단 문화관광테마거리,문화,한국어,201711,부산의역사 역사체험장소로 많은 관광객이 요즘들어 오는것같더라구요.주변에 카페도많고 산책하기가좋네요.40계단에서 남포동까지걸어가셔도 좋을듯합니다.,3,부산/NNP_역사/NNG_역사/NNG_체험/NNG_장소/NNG_많/VA_관광객/NNG_들/VV_오/VV_같/VA 주변/NNG_카페/NNG_많/VA_산책/NNG_좋/VA 계단/NNG_남포동/NNP_걸어가/VV_좋/VA
중구,40계단 문화관광테마거리,문화,한국어,201708,테마의거리 성수기가 아니어서인지 사람들이 별로 없었습니다. 이뿐 카페들이 많이 있어요. 그런데 빙수 파는 곳이 없더라구요. 길에 이뿐 동상들도 있습니다.,5,테마/NNG_거리/NNG_성수기/NNG_아니/VCN_사람/NNG_별로/MAG_없/VA 카페/NNG_있/VA 빙수/NNG_파/VV_곳/NNG_없/VA 길/NNG_동상/NNG_있/VA
중구,40계단 문화관광테마거리,문화,한국어,201705,"옛 모습을 생각해보게하는 거리 지금은 40계단을 중심으로 많은 카페가 들어서서 걸어다니다가 커피 한 잔 하며 쉬기 좋은 공간입니다. 작은 골목이 많은 중앙동 구석구석은 부산의 원도심 모습을 간직한 곳이 많아 걸어다니기 좋구요, 40계단이 있는 중앙동 뿐만 아니라 용두산공원, 남포동, 국제시장, 보수동 책방골목까지 원도심 전체를 걸어보시길 추천합니다.",4,모습/NNG_생각/NNG_하/VV_거리/NNG_계단/NNG_중심/NNG_많/VA_카페/NNG_들어서/VV_걸어다니/VV_커피/NNG_잔/NNG_하/VV_쉬/VV_좋/VA_공간/NNG 작/VA_골목/NNG_많/VA_중앙동/NNP_구석구석/NNG_부산/NNP_원/NNG_도심/NNG_모습/NNG_간직/NNG_곳/NNG_많/VA_걸어다니/VV_좋/VA_계단/NNG_있/VA_중앙동/NNP_아니/VCN_용두산/NNP_공원/NNG_남포동/NNP_국제/NNG_시장/NNG_보수동/NNP_책방골목/NNP_원/NNG_도심/NNG_전체/NNG_걸/VV_추천/NNG
중구,40계단 문화관광테마거리,문화,한국어,201703,딱히 볼거리는 없어요. 남포동 나오는 길에 한번쯤 들러보면 좋을 듯해요. 회사가 근처라 그런지..감흥은 없네요. 관광객들은 많이들 오시는거 같아요.,4,볼거리/NNG_없/VA 남포동/NNP_나오/VV_길/NNG_들리/VV_좋/VA 회사/NNG_근처/NNG_감흥/NNG_없/VA 관광객/NNG_오/VV_같/VA
중구,40계단 문화관광테마거리,문화,한국어,201606,근대 부산 발전의 이야기! 한국전쟁으로 피난을 내려온 사람들이 부산역 일대의 철도지역에 정주한 것은 근래의 부산의 역사의 시작과 같은 의미를 지니고 있다. 이 때 많은 피난민들이 판자촌을 이룬 곳이 일제 강점기에 만들어진 40계단 일대. 그 시대를 반영하듯 이곳을 2004년 관광 테마 거리로 재편하여 1950~60년대의 생활 모습을 재현한 시설물들을 배치하고 있다. 크고 넓은 지역은 아니지만 도시의 역사체험으로 둘러보기에는 좋은 곳.,3,근대/NNG_부산/NNP_발전/NNG_이야기/NNG_한국/NNP_전쟁/NNG_피난/NNG_사람/NNG_부산역/NNG_철도/NNG_지역/NNG_정주/NNG_근래/NNG_부산/NNP_역사/NNG_시작/NNG_같/VA_의미/NNG_지니/VV_있/VV 때/NNG_많/VA_피난민/NNG_판자촌/NNG_곳/NNG_일제/NNG_강점기/NNG_만들/VV_계단/NNG_시대/NNG_반영/NNG_관광/NNG_테마/NNG_거리/NNG_재편/NNG_생활/NNG_모습/NNG_재현/NNG_시설물/NNG_배치/NNG_있/VV 크/VA_넓/VA_지역/NNG_아니/VCN_도시/NNG_역사/NNG_체험/NNG_둘러보/VV_좋/VA
중구,40계단 문화관광테마거리,문화,한국어,201608,40계단 부산역에서 슬슬 걸어 국제시장에 가는길. 가로수와 나즈막한 건물들 사이로 옛스런 정취가 느껴지는 거리이다. 찾아가기 보단 스처지나갈때 더 기억에 남을거 같은 거리다.,3,계단/NNG_부산역/NNG_걸/VV_국제/NNG_시장/NNG_가/VV_길/NNG_가로수/NNG_나즈막/XR_건물/NNG_사이/NNG_정취/NNG_느끼/VV_거리/NNG 찾아가/VV_보단/NNG_처지/NNG_때/NNG_기억/NNG_남/VV_같/VA_거리/NNG
중구,40계단 문화관광테마거리,문화,한국어,201604,한번은 가볼만 합니다. 근현대사 역사체험 테마로 다니기엔 좋은 코스입니다. 근처에 요즘은 맛집과 카페도 많이 생겼습니다. 기념사진 찍기에도 괜찮아요.,3,가/VV_볼/NNG 근현/NNG_대사/NNG_역사/NNG_체험/NNG_테마/NNG_다니/VV_좋/VA_코스/NNG 근처/NNG_요즘/NNG_맛집/NNG_카페/NNG 기념사진/NNG_찍/VV_괜찮/VA
중구,40계단 문화관광테마거리,문화,한국어,201505,과거와 현재가 공존하는 곳 부산은 과거와 현재가 공존하는 곳이 많다. 이곳도 역시 그런곳. 한국전쟁에 대한 스토리를 알게된다면 더 애틋하다. 영화촬영장소로도 유명하다.,3,과거/NNG_현재/NNG_공존/NNG_부산/NNP_과거/NNG_현재/NNG_공존/NNG_곳/NNG_많/VA 그런/MM_한국/NNP_전쟁/NNG_스토리/NNG_알/VV_애틋/XR 영화/NNG_촬영/NNG_장소/NNG_유명/XR
중구,40계단 문화관광테마거리,문화,한국어,201501,동네 답사 광복동에서 부산역 방향으로 걷다 보면 나옵니다. 오랜 역사의 이야기가 있는 동네 이므로 구석구석 탐방하듯이 다니기를 권합니다. 허름했던 동네 길이 예쁘게 변신한 모습이 재밌습니다.,4,동네/NNG_답사/NNG_광복동/NNP_부산역/NNG_방향/NNG_걷/VV 역사/NNG_이야기/NNG_있/VA_동네/NNG_구석구석/NNG_탐방/NNG_다니/VV_권하/VV 허름/XR_동네/NNG_길/NNG_예쁘/VA_변신/NNG_모습/NNG_재밌/VA
중구,40계단 문화관광테마거리,문화,한국어,201511,"한적한 곳 역사적으로 의미가 있는 곳이라, 관광지라는 느낌은 들지 않음. 근처에 갈 일이 없다면 일부러 찾아갈 필요는 없음.",3,한적/XR_곳/NNG_역사/NNG_의미/NNG_있/VA_곳/NNG_관광지/NNG_느낌/NNG_들/VV_않/VX 근처/NNG_가/VV_일/NNG_없/VA_필요/NNG_없/VA
중구,40계단 문화관광테마거리,문화,한국어,201411,사진 찍기에 좋은 곳 그렇게 크지 않습니다. 그냥 기념 사진을 찍기에 좋네요. 주변에 식당도 많습니다. 소소한 볼거리는 됩니다.,4,사진/NNG_찍/VV_좋/VA_곳/NNG_크/VA_않/VX 그냥/MAG_기념/NNG_사진/NNG_찍/VV_좋/VA 주변/NNG_식당/NNG_많/VA 소소/XR_볼거리/NNG_되/VV
중구,40계단 문화관광테마거리,문화,한국어,201507,부산의 명관광지는 아닙니다. 인위적으로 테마거리를 조성해 놓은거라 관광지는 아닙니다. 여러가지 조형물들이 있고 가볍게 들릴기에는 좋은 장소 입니다.,3,부산/NNP_명관/NNG_광지/NNG 인위/NNG_테마/NNG_거리/NNG_조성/NNG_관광지/NNG 여러/MM_조형물/NNG_있/VV_가볍/VA_기/NNG_좋/VA_장소/NNG
중구,40계단 문화관광테마거리,문화,한국어,201506,부산의 과거를 알수있어요. 아이들과 같이 걸으면서 부산의 옛이야기를 들려주면서 아주 재밌는 시간이 되었습니다. 구도심을 찾으신다면 한번 들러볼만 합니다.,4,부산/NNP_과거/NNG_있/VV 아이/NNG_부산/NNP_이야기/NNG_들려주/VV_재밌/VA_시간/NNG_되/VV 구도심/NNG_찾/VV_들리/VV_볼/NNG
중구,40계단 문화관광테마거리,문화,한국어,201510,"엄청난 볼거리는 아니지만 소소한 볼거리가 있는 곳 이 곳은 엄청나고 멋진 볼거리가 있는 곳은 아니지만 예전의 모습을 잘 지켜 일본 느낌도 나고, 이지역만의 특별한 분위기가 있어서 종종 걸어다니면서 구경하기에 좋은 곳이랍니다. 골목마다 숨은 맛집들이 있어서 그곳들을 찾는것도 재미있고, 선술집도 꽤 있는 편이에요. 오히려 남포동의 화려한 맛집들보다 맛있답니다.",4,볼거리/NNG_아니/VCN_소소/XR_볼거리/NNG_있/VA_곳/NNG_엄청나/VA_멋지/VA_볼거리/NNG_있/VA_곳/NNG_아니/VCN_예전/NNG_모습/NNG_잘/MAG_일본/NNP_느낌/NNG_지역/NNG_특별/NNG_분위기/NNG_있/VA_걸어다니/VV_구경/NNG_좋/VA_곳/NNG 골목/NNG_숨/VV_맛집/NNG_있/VV_찾/VV_재미있/VA_선술/NNG_집/NNG_있/VA 남포동/NNP_화려/XR_맛집/NNG_맛있/VA
중구,40계단 문화관광테마거리,문화,한국어,201503,일본 느낌이 물씬 나는 중앙동 일제강점기 시대의 느낌이 물씬 나는 동네죠. 각 블럭마다 설치된 계단들을 걸어올라보며 구한말 조선의 발전과 안타까움이 혼재되어 여러 생각을 하게 만들더군요.,5,일본/NNP_느낌/NNG_중앙동/NNP_일제/NNG_강점기/NNG_시대/NNG_느낌/NNG_동네/NNG 블/NNG_럭/NNG_설치/NNG_계단/NNG_걸/VV_오르/VV_말/NNG_조선/NNP_발전/NNG_혼재/NNG_여러/MM_생각/NNG_하/VV_만들/VV
중구,40계단 문화관광테마거리,문화,한국어,201410,"부산의 새로운 명소 하지만 무언가 빠진 듯한 곳 지방 도시들이 자체적으로 도시를 정화하고 관광을 위한 시설을 만들어가면서, 많은 새로운 것들이 도시 여기저기에 만들어졌다. 40계단은 본래 부산의 내부에 존재했던 것인데, 그것을 활용하여 문화관광테마거리를 리모델링 한 것이다. 물론 이렇게 만들어진 지역은 나름대로의 목적을 지니고 있고, 분명 테마로 채워질 것이다. 하지만 인공적인 느낌이 강하고 억지가 느껴져서 과거의 것이 그대로 남아 있는 것만 못하다는 생각을 할 때가 있다. 시간이 많이 남으면 방문할 것을 권한다.",3,부산/NNP_명소/NNG_하/VV_곳/NNG_지방/NNG_도시/NNG_자체/NNG_도시/NNG_정화/NNG_관광/NNG_시설/NNG_만들/VV_많/VA_도시/NNG_여기저기/NNG_만들/VV 계단/NNG_본래/NNG_부산/NNP_내부/NNG_존재/NNG_활용/NNG_문화/NNG_관광/NNG_테마/NNG_거리/NNG_리모/NNP 만들/VV_지역/NNG_목적/NNG_지니/VV_있/VV_테마/NNG_인공/NNG_느낌/NNG_강하/VA_억지/NNG_과거/NNG_남/VV_있/VV_못하/VX_생각/NNG_하/VV_때/NNG_있/VA 시간/NNG_남/VV_방문/NNG
중구,40계단 문화관광테마거리,문화,한국어,201412,"이동 동선을 고려해서 여행하면 좋은곳 부산 광복동, 중앙동, 그리고 부산역와 연계하여 들리기 좋은 곳이다. 부산역에서 그렇게 멀지 않은 거리로 걸어서 이동도 가능하다. 테마 거리 주변으로 광복동까지도 걸어서 이동 가능한 거리로 동선을 잘 고려해서 여행 리스트에 추가하면 좋을듯 하다",4,이동/NNG_동선/NNG_고려/NNG_여행/NNG_좋/VA_부산/NNP_광복동/NNP_중앙동/NNP_부산역/NNG_연계/NNG_들리/VV_좋/VA_곳/NNG 부산역/NNG_멀/VA_않/VX_거리/NNG_걷/VV_이동/NNG_가능/NNG 테마/NNG_거리/NNG_주변/NNG_광복동/NNP_걷/VV_이동/NNG_가능/NNG_거리/NNG_동선/NNG_잘/MAG_고려/NNG_여행/NNG_리스트/NNG_추가/NNG_좋/VA_하/VV
중구,40계단 문화관광테마거리,문화,한국어,201508,"부산의 역사를 느낄 수 있는거리 사실 여긴 볼 게 없지만, 먼저 40계단 안내소? 가시고 40계단의 유래를 살펴본 뒤, 40계단을 내려가면 정말 감회가 남다릅니다. 또한, 근처에 백구당빵집이 있는데 부산3대 빵집 중 하나라고 하더군요. (옵스,비앤씨,백구당)빵 중 크로이즌을 꼭 드셔보시길 추천해요! 맛있어요ㅎㅎㅎ",5,부산/NNP_역사/NNG_느끼/VV_있/VV_거리/NNG_보/VV_없/VA_계단/NNG_안/MAG_내/VV 가시/VV_계단/NNG_유래/NNG_뒤/NNG_계단/NNG_내려가/VV_감회/NNG_남/VV  근처/NNG_구당/NNG_빵집/NNG_있/VV_부산/NNP_빵집/NNG_옵스/NNG_앤/NNP_구당/NNG_빵/NNG_크로/NNP_꼭/MAG_드/VV_추천/NNG 맛있/VA
해운대구,APEC나루공원,경관,한국어,202011,볼수록 아까운 곳 정치적인 무슨 큰 성과가 있었는지 미지수인채 혈세만 낭비한 전시형 건물이 놀고 있는걸 보는 건 정말 괴로운 일이다. 활용 방안을 내놓길.,2,아깝/VA_곳/NNG_정치/NNG_성과/NNG_있/VA_미지수/NNG_혈세/NNG_낭비/NNG_전시/NNG_건물/NNG_놀/VV_있/VV_보/VV_일/NNG 활용/NNG_방안/NNG_내놓/VV
해운대구,APEC나루공원,경관,한국어,202001,산책로 잘되있음 누리마루 공원 산책로가 참 잘되어있고 한바퀴 둘러보면 1km정도 되는듯  산책로 옆으로 절벽으로 산책로가 조성되어있는데 분위기있고 사진찍기 좋게 잘 되어있는듯 이 주변으로 apec 정상회담열린장소등이 있으니 참고,4,산책/NNG_잘/MAG_되/VV_있/VV 누리/NNG_마루/NNG_공원/NNG_산책로/NNG_잘/MAG_되/VV_있/VV_둘러보/VV_정도/NNG_되/VV_산책/NNG_옆/NNG_절벽/NNG_산책로/NNG_조성/NNG_있/VV_분위기/NNG_있/VV_사진/NNG_찍/VV_좋/VA_잘/MAG_되/VV_있/VV_주변/NNG_정상/NNG_회담/NNG_장소/NNG_있/VV_참/VV
해운대구,APEC나루공원,경관,한국어,201908,누리마루가 있는 공원 에이펙 정상회의가 열린 부산 누리마루 근처의 공원입니다. 동백섬에 있고 경치가 좋아서 정상회의 열린 곳 중에서는 아마 지금까지 이렇게 유명한 곳은 없을 듯.,4,누리/NNG_마루/NNG_있/VA_공원/NNG_에이펙/NNG_정상/NNG_회의/NNG_부산/NNP_누리/NNG_마루/NNG_근처/NNG_공원/NNG 동백섬/NNP_있/VV_경치/NNG_좋/VA_정상/NNG_회의/NNG_곳/NNG_지금/NNG_유명/XR_곳/NNG_없/VA
해운대구,APEC나루공원,경관,한국어,201907,센텀시티 인근의 멋진 공원 2005년 부산에서 개최된 APEC 정상회의를 기념하기 위해서 만들어진 공원입니다. 수영강변을 따라 자전거 도로와 조깅코스가 조성되어 있으며 야외무대도 설치되어 있어 소규모 공연도 할 수 있습니다. 잘 조성된 잔디와 조경수 사이에 세계 유명작가들의 조각작품들도 전시되어 있으며 곳곳에 벤치가 있어 조용히 독서도 할 수 있고 친구들과 담소도 나눌 수 있습니다. 영화의 전당을 방문할 기회가 있으면 바로 앞에 공원이 있으니 한 번 찾아보세요.,5,센텀시티/NNP_인근/NNG_멋지/VA_공원/NNG_부산/NNP_개최/NNG_정상/NNG_회의/NNG_기념/NNG_만들/VV_공원/NNG 수영/NNG_강변/NNG_자전거/NNG_도로/NNG_조깅/NNG_코스/NNG_조성/NNG_있/VV_야외/NNG_무대/NNG_설치/NNG_있/VV_소규모/NNP_공연/NNG_하/VV_있/VV 잘/MAG_조성/NNG_잔디/NNG_조경수/NNP_사이/NNG_세계/NNG_유명/NNG_작가/NNG_조각/NNG_작품/NNG_전시/NNG_있/VV_곳곳/NNG_벤치/NNG_있/VA_독서/NNG_하/VV_있/VV_친구/NNG_담소/NNG_있/VV 영화/NNG_전당/NNG_방문/NNG_기회/NNG_있/VA_바로/MAG_앞/NNG_공원/NNG_있/VV_찾아보/VV_세요/VV
해운대구,APEC나루공원,경관,한국어,201901,동백섬 따라 걸으면서 잠깐 방문해볼만한 곳 바다를 내려다볼 수 있는 전망과 각도 자체가 괜찮아서 이 부근까지 걸어가볼 만함 오랜 시간 머무를 필요는 없고 바람 피하고 화장실 들렸다 나오면 됨,3,동백섬/NNP_방문/NNG_곳/NNG_바다/NNG_있/VV_전망/NNG_각도/NNG_자체/NNG_괜찮/VA_부근/NNG_걸어가/VV_시간/NNG_필요/NNG_없/VA_바람/NNG_피하/VV_화장실/NNG_나오/VV
해운대구,APEC나루공원,경관,한국어,201902,"역사와 경치가 공존하는 곳입니다. APEC나루공원은 부산에 방문하면 꼭 들르는 곳입니다. 동백꽃이 피었을 때 방문한 것은 처음이었는데, 올라가는 길에 핀 동백꽃이 정말 아름다웠습니다. 우리나라의 역사가 담긴 곳이라 볼거리가 많은 것도 좋지만, 사실 경치가 정말 좋아서, 부산에 처음 방문한 친구를 데리고 갔더니 너무 좋아하더군요. 외국인 친구를 데려가기에도, 한국인 친구를 데려가기에도 정말 좋습니다. 다만 근처에 더베이를 제외하고는 마땅한 음식점이 없어서 식사시간을 피해서 방문하시는 게 좋겠습니다 :-)",5,역사/NNG_경치/NNG_공존/NNG 공원/NNG_부산/NNP_방문/NNG_꼭/MAG_들르/VV 동백꽃/NNG_피/VV_때/NNG_방문/NNG_처음/NNG_올라가/VV_길/NNG_동백꽃/NNG 나라/NNG_역사/NNG_곳/NNG_볼거리/NNG_많/VA_좋/VA_경치/NNG_좋/VA_부산/NNP_처음/NNG_방문/NNG_친구/NNG_데리/VV_가/VV_좋/VA 외국인/NNG_친구/NNG_데려가/VV_한국인/NNG_친구/NNG_데려가/VV_좋/VA 근처/NNG_베이/NNP_제외/NNG_마땅/XR_음식점/NNG_없/VA_식사/NNG_시간/NNG_피해/VV_방문/NNG_좋/VA 
해운대구,APEC나루공원,경관,한국어,201807,센터시티에 있는 나루공원 저는 그냥 친구와 여행하면서 들렸지만 가고보니 어린 아기를 동반한 가족단위 나들이객이 엄청 많았습니다. 깨끗하고 풍경도 시원했어요,4,센터/NNG_시티/NNG_있/VV_공원/NNG_그냥/MAG_친구/NNG_여행/NNG_아기/NNG_동반/NNG_가족/NNG_단위/NNG_나들이객/NNG_많/VA 깨끗/XR_풍경/NNG_시원/XR
해운대구,APEC나루공원,경관,한국어,201902,"동백섬 산책로와 이어진 곳 동백섬 산책로를 따라 걷다 보면 여기가 나옵니다. 산책로의 다른 조망대처럼 바다가 내다보이는데, 거기에 더해 APEC 정상회담에 대한 간략한 전시도 볼 수 있습니다. 딱히 특별한 건 없지만 어차피 입장료 없고 둘러보는 데 시간도 오래 안 걸리니 한번 들를 만합니다.",5,동백섬/NNP_산책로/NNG_동백섬/NNP_산책로/NNG_걷/VV 산책로/NNG_조망대/NNG_바다/NNG_내다보이/VV_하/VV_정상/NNG_회담/NNG_간략/XR_전시/NNG_보/VV_있/VV 특별/NNG_없/VA_입장료/NNG_없/VA_둘러보/VV_시간/NNG_안/MAG_걸리/VV
해운대구,APEC나루공원,경관,한국어,201806,"APEC 기념 공원, 한 번 슥 둘러보고 나올만한 곳 시간이 없으시다면 과감히 건너 뛰어도 될 것 같은 공간인데, 깔끔하게 잘 꾸며놓았습니다. 한 여름 낮시간에는 그늘을 피해서 쉴 수 있는 공간이 아주 잘 조성된건 아니라 비추하고 싶습니다만, 꽤 조용하고 깔끔해서 저녁쯤에는 선선한 바닷바람 쐬러 걸어볼만 합니다.",5,기념/NNG_공원/NNG_둘러보/VV_곳/NNG_시간/NNG_없/VA_뛰/VV_같/VA_공간/NNG_깔끔/XR_잘/MAG 여름/NNG_낮/NNG_시간/NNG_그늘/NNG_피해/VV_있/VV_공간/NNG_잘/MAG_조성/NNG_아니/VCN_비추/NNG 조용/XR_깔끔/XR_저녁/NNG_선선/XR_바닷바람/NNG_쐬/VV_걸/VV_볼/NNG
